id,Pclass,Sex,Age,Age_wiki,Class,SibSp,Parch,Fare,Cabin,Embarked,Hometown,Boarded,Destination,Lifeboat,WikiId,Survived
198,3,male,42.0,42.0,3.0,0,1,8.4042,,S,"Trondheim, Norway",Southampton,"Brooklyn, New York, US",,1093.0,0.0
199,3,female,,21.0,3.0,0,0,7.75,,Q,"Askeaton, Limerick, Ireland",Queenstown,New York City,15,992.0,1.0
200,2,female,24.0,24.0,2.0,0,0,13.0,,S,"Paris, France",Southampton,"Montreal, Quebec, Canada",,607.0,0.0
201,3,male,28.0,28.0,3.0,0,0,9.5,,S,"Westrozebeke, Belgium",Southampton,New York City,,1283.0,0.0
202,3,male,,16.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1179.0,0.0
203,3,male,34.0,34.0,3.0,0,0,6.4958,,S,"Munsala, Finland",Southampton,"Vancouver, British Columbia, Canada",,895.0,0.0
204,3,male,45.5,45.0,3.0,0,0,7.225,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",,1310.0,0.0
205,3,male,18.0,18.0,3.0,0,0,8.05,,S,"London, England",Southampton,"Brooklyn, New York, US",12,727.0,1.0
206,3,female,2.0,2.0,3.0,0,1,10.4625,G6,S,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US",,1239.0,0.0
207,3,male,32.0,32.0,3.0,1,0,15.85,,S,"Kotka, Finland",Southampton,New York City,,663.0,0.0
208,3,male,26.0,26.0,3.0,0,0,18.7875,,C,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US",15,622.0,1.0
209,3,female,16.0,16.0,3.0,0,0,7.75,,Q,"Corglass, Longford, Ireland",Queenstown,New York City,16,741.0,1.0
210,1,male,40.0,39.0,1.0,0,0,31.0,A31,C,"Glen Ridge, New Jersey, US",Cherbourg,"Glen Ridge, New Jersey, US",7,34.0,1.0
211,3,male,24.0,24.0,3.0,0,0,7.05,,S,"Buenos Aires, Argentina",Southampton,New York City,,625.0,0.0
212,2,female,35.0,35.0,2.0,0,0,21.0,,S,"London, England, UK",Southampton,"Mamaronek, New York, US",14,367.0,1.0
213,3,male,22.0,22.0,3.0,0,0,7.25,,S,"Holsworthy, Devon, England",Southampton,"Saskatoon, Saskatchewan, Canada",,1126.0,0.0
214,2,male,30.0,30.0,2.0,0,0,13.0,,S,"Kølsen, Vorde Sogn, Denmark",Southampton,"San Francisco, California, US",,428.0,0.0
215,3,male,,22.0,3.0,1,0,7.75,,Q,"Aughnacliffe, Longford, Ireland",Queenstown,"Jersey City, New Jersey, US",,936.0,0.0
216,1,female,31.0,31.0,1.0,1,0,113.275,D36,C,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",6,214.0,1.0
217,3,female,27.0,27.0,3.0,0,0,7.925,,S,"Saarijärvi, Finland",Southampton,New York City,?,875.0,1.0
218,2,male,42.0,40.0,2.0,1,0,27.0,,S,"London, England",Southampton,"Montreal, Quebec, Canada",,465.0,0.0
219,1,female,32.0,36.0,1.0,0,0,76.2917,D15,C,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",8,46.0,1.0
220,2,male,30.0,30.0,2.0,0,0,10.5,,S,"London, England",Southampton,New York City,,437.0,0.0
221,3,male,16.0,20.0,3.0,0,0,8.05,,S,"London, England",Southampton,"Cleveland, Ohio, US",B,1240.0,1.0
222,2,male,27.0,29.0,2.0,0,0,13.0,,S,"Lake Arthur, New Mexico, US",Southampton,"Lake Arthur, New Mexico, US",,351.0,0.0
223,3,male,51.0,40.0,3.0,0,0,8.05,,S,"Dorking, Surrey, England",Southampton,"Lead, South Dakota, US",,839.0,0.0
224,3,male,,22.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",,1065.0,0.0
225,1,male,38.0,35.0,1.0,1,0,90.0,C93,S,"New York, New York, US",Southampton,"Stamford, Connecticut, US",D,166.0,1.0
226,3,male,22.0,22.0,3.0,0,0,9.35,,S,"Firtby, Finland",Southampton,New York City,,679.0,0.0
227,2,male,19.0,19.0,2.0,0,0,10.5,,S,"Chelsea, London, England",Southampton,"Long Island, New York, US",B,510.0,1.0
228,3,male,20.5,20.0,3.0,0,0,7.25,,S,"Northlew, Devon, England",Southampton,New York City,,985.0,0.0
229,2,male,18.0,18.0,2.0,0,0,13.0,,S,"Oslo, Norway",Southampton,"Bayonne, New Jersey, US",,410.0,0.0
230,3,female,,12.0,3.0,3,1,25.4667,,S,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",,963.0,0.0
231,1,female,35.0,35.0,1.0,1,0,83.475,C83,S,"New York, New York, US",Southampton,"New York, New York, US",D,150.0,1.0
232,3,male,29.0,29.0,3.0,0,0,7.775,,S,"Nyköping, Södermanland, Sweden",Southampton,"Hartford, Connecticut, US",,958.0,0.0
233,2,male,59.0,30.0,2.0,0,0,13.5,,S,"Hjo, Västergötland, Sweden",Southampton,"Sault Ste Marie, Michigan, US",10,567.0,0.0
234,3,female,5.0,5.0,3.0,4,2,31.3875,,S,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",15,653.0,1.0
235,2,male,24.0,25.0,2.0,0,0,10.5,,S,"London, England",Southampton,New York City,,493.0,0.0
236,3,female,,21.0,3.0,0,0,7.55,,S,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",,860.0,0.0
237,2,male,44.0,44.0,2.0,1,0,26.0,,S,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US",,456.0,0.0
238,2,female,8.0,8.0,2.0,0,2,26.25,,S,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",14,385.0,1.0
239,2,male,19.0,19.0,2.0,0,0,10.5,,S,"Gunnislake, Cornwall, England",Southampton,"Butte, Montana, US",,536.0,0.0
240,2,male,33.0,33.0,2.0,0,0,12.275,,S,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,463.0,0.0
241,3,female,,19.0,3.0,1,0,14.4542,,C,"Unknown, Syria",Cherbourg,New York City,,885.0,0.0
242,3,female,,18.0,3.0,1,0,15.5,,Q,"Aghnacliffe, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",16,1050.0,1.0
243,2,male,29.0,29.0,2.0,0,0,10.5,,S,"London, England",Southampton,"Detroit, Michigan, US",,380.0,0.0
244,3,male,22.0,22.0,3.0,0,0,7.125,,S,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",,994.0,0.0
245,3,male,30.0,30.0,3.0,0,0,7.225,,C,"Ottawa, Ontario, Canada",Cherbourg,"Ottawa, Ontario, Canada",,658.0,0.0
246,1,male,44.0,44.0,1.0,2,0,90.0,C78,Q,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US",,205.0,0.0
247,3,female,25.0,25.0,3.0,0,0,7.775,,S,"Stockholm, Sweden",Southampton,"Saranac Lake, New York, US",,973.0,0.0
248,2,female,24.0,24.0,2.0,0,2,14.5,,S,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",4,431.0,1.0
249,1,male,37.0,37.0,1.0,1,1,52.5542,D35,S,"New York, New York, US",Southampton,"New York, New York, US",5,26.0,1.0
250,2,male,54.0,54.0,2.0,1,0,26.0,,S,"London, England, UK",Southampton,New York City,,370.0,0.0
251,3,male,,19.0,3.0,0,0,7.25,,S,"Penarth, Glamorgan, Wales",Southampton,New York City,,1143.0,0.0
252,3,female,29.0,29.0,3.0,1,1,10.4625,G6,S,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US",,1238.0,0.0
253,1,male,62.0,62.0,1.0,0,0,26.55,C87,S,"London, England, UK",Southampton,"New York, New York, US",,278.0,0.0
254,3,male,30.0,30.0,3.0,1,0,16.1,,S,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US",,982.0,0.0
255,3,female,41.0,41.0,3.0,0,2,20.2125,,S,"Suistamo, Finland",Southampton,"Astoria, Oregon, US",,1161.0,0.0
256,3,female,29.0,27.0,3.0,0,2,15.2458,,C,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US",C,1263.0,1.0
257,1,female,,37.0,1.0,0,0,79.2,,C,"New York, New York, US",Cherbourg,"New York, New York, US",D,300.0,1.0
258,1,female,30.0,30.0,1.0,0,0,86.5,B77,S,"London, England, UK",Southampton,"Vancouver, British Columbia, Canada",8,73.0,1.0
259,1,female,35.0,38.0,1.0,0,0,512.3292,,C,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",3,51.0,1.0
260,2,female,50.0,60.0,2.0,0,1,26.0,,S,"Woodford County, Kentucky, US",Southampton,"Woodford County, Kentucky, US",12,535.0,1.0
261,3,male,,26.0,3.0,0,0,7.75,,Q,"Caltra, Galway, Ireland",Queenstown,"Hammond, Indiana, US",,1223.0,0.0
262,3,male,3.0,3.0,3.0,4,2,31.3875,,S,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",15,654.0,1.0
263,1,male,52.0,52.0,1.0,1,1,79.65,E67,S,"New York, New York, US",Southampton,"New York, New York, US",,291.0,0.0
264,1,male,40.0,45.0,1.0,0,0,0.0,B94,S,"Wallasey, Merseyside, England, UK",Southampton,"New York, New York, US",,172.0,0.0
265,3,female,,23.0,3.0,0,0,7.75,,Q,"Clonown, Roscommon, Ireland",Queenstown,"Boston, Massachusetts, US",,870.0,0.0
266,2,male,36.0,36.0,2.0,0,0,10.5,,S,"Slinfold, West Sussex, England",Southampton,New York City,,548.0,0.0
267,3,male,16.0,16.0,3.0,4,1,39.6875,,S,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",,1110.0,0.0
268,3,male,25.0,25.0,3.0,1,0,7.775,,S,"Stockholm, Uppland, Sweden",Southampton,"Indianapolis, Indiana, US",15,1127.0,1.0
269,1,female,58.0,59.0,1.0,0,1,153.4625,C125,S,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",3,136.0,1.0
270,1,female,35.0,39.0,1.0,0,0,135.6333,C99,S,"New York, New York, US",Cherbourg,"New York, New York, US",8,311.0,1.0
271,1,male,,28.0,1.0,0,0,31.0,,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",,58.0,0.0
272,3,male,25.0,25.0,3.0,0,0,0.0,,S,"Sundbyberg, Sweden",Southampton,New York City,15,1262.0,1.0
273,2,female,41.0,41.0,2.0,0,1,19.5,,S,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",14,508.0,1.0
274,1,male,37.0,36.0,1.0,0,1,29.7,C118,C,"Brooklyn, New York, US",Cherbourg,"Brooklyn, New York, US",,212.0,0.0
275,3,female,,29.0,3.0,0,0,7.75,,Q,"Athenry, Galway, Ireland",Queenstown,New York City,16,862.0,1.0
276,1,female,63.0,62.0,1.0,1,0,77.9583,D7,S,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",10,11.0,1.0
277,3,female,45.0,45.0,3.0,0,0,7.75,,S,"Stockholm, Sweden",Southampton,"Stratford, Connecticut, US",,974.0,0.0
278,2,male,,18.0,2.0,0,0,0.0,,S,"Belfast, Ireland",Belfast,New York City,,534.0,0.0
279,3,male,7.0,7.0,3.0,4,1,29.125,,Q,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",,1149.0,0.0
280,3,female,35.0,39.0,3.0,1,1,20.25,,S,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US",A,609.0,1.0
281,3,male,65.0,65.0,3.0,0,0,7.75,,Q,"Bunmahon, Waterford, Ireland",Queenstown,"Morris Plains, New Jersey, US",,791.0,0.0
282,3,male,28.0,28.0,3.0,0,0,7.8542,,S,"Eslöv, Skåne, Sweden",Southampton,New York City,,1097.0,0.0
283,3,male,16.0,16.0,3.0,0,0,9.5,,S,"Heldergem, Haaltert, East Flanders, Belgium",Southampton,"Gladstone, Michigan, US",,769.0,0.0
284,3,male,19.0,18.0,3.0,0,0,8.05,,S,"Liss, Hampshire, England",Southampton,"Oglesby, Illinois, US",B,784.0,1.0
285,1,male,,57.0,1.0,0,0,26.0,A19,S,"Streatham, London, England, UK",Southampton,"New York, New York, US",,266.0,0.0
286,3,male,33.0,33.0,3.0,0,0,8.6625,,C,"Galdovo, Croatia",Cherbourg,New York City,,1230.0,0.0
287,3,male,30.0,36.0,3.0,0,0,9.5,,S,"Aspelare, East Flanders, Belgium",Southampton,"Detroit, Michigan, US",11,768.0,1.0
288,3,male,22.0,22.0,3.0,0,0,7.8958,,S,"Gumostnik, Lovech, Bulgaria",Southampton,"Chicago, Illinois, US",,1058.0,0.0
289,2,male,42.0,41.0,2.0,0,0,13.0,,S,"Tokyo, Japan",Southampton,"Tokyo, Japan",10,459.0,1.0
290,3,female,22.0,22.0,3.0,0,0,7.75,,Q,"Cortrasna, Cavan, Ireland",Queenstown,New York City,13,734.0,1.0
291,1,female,26.0,26.0,1.0,0,0,78.85,,S,"London, England, UK",Southampton,"New York, New York, US",6,68.0,1.0
292,1,female,19.0,19.0,1.0,1,0,91.0792,B49,C,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",7,31.0,1.0
293,2,male,36.0,36.0,2.0,0,0,12.875,D,C,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",,492.0,0.0
294,3,female,24.0,24.0,3.0,0,0,8.85,,S,"Altdorf, Uri, Switzerland",Southampton,"Chicago, Illinois, US",,846.0,0.0
295,3,male,24.0,24.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",,1029.0,0.0
296,1,male,,31.0,1.0,0,0,27.7208,,C,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",,185.0,0.0
297,3,male,23.5,35.0,3.0,0,0,7.2292,,C,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",,854.0,0.0
298,1,female,2.0,2.0,1.0,1,2,151.55,C22 C26,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",,7.0,0.0
299,1,male,,47.0,1.0,0,0,30.5,C106,S,"Manchester, England, UK",Southampton,"New York, New York, US",3,253.0,1.0
300,1,female,50.0,50.0,1.0,0,1,247.5208,B58 B60,C,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",6,23.0,1.0
301,3,female,,20.0,3.0,0,0,7.75,,Q,"Cuilmullagh, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",16,930.0,1.0
302,3,male,,24.0,3.0,2,0,23.25,,Q,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US",16,1010.0,1.0
303,3,male,19.0,19.0,3.0,0,0,0.0,,S,"Hawthorne, New Jersey, US",Southampton,New York City,,906.0,0.0
304,2,female,,46.0,2.0,0,0,12.35,E101,Q,"Castleconnell, Limerick, Ireland[note 1]",Queenstown,"Harrisburg, Pennsylvania, US",10,476.0,1.0
305,3,male,,28.0,3.0,0,0,8.05,,S,"Guernsey, Channel Islands, Channel Islands",Southampton,New York City,,1300.0,0.0
306,1,male,0.92,0.92,1.0,1,2,151.55,C22 C26,S,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",11,8.0,1.0
307,1,female,,42.0,1.0,0,0,110.8833,,C,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",4,298.0,1.0
308,1,female,17.0,22.0,1.0,1,0,108.9,C65,C,"Madrid, Spain",Cherbourg,"New York, New York, US",8,228.0,1.0
309,2,male,30.0,30.0,2.0,1,0,24.0,,C,Russia,Cherbourg,"New York, New York, US",,327.0,0.0
310,1,female,30.0,31.0,1.0,0,0,56.9292,E36,C,"London, England, UK",Cherbourg,"New York, New York, US",1,106.0,1.0
311,1,female,24.0,24.0,1.0,0,0,83.1583,C54,C,"New York, New York, US",Cherbourg,"New York, New York, US",7,156.0,1.0
312,1,female,18.0,18.0,1.0,2,2,262.375,B57 B59 B63 B66,C,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",4,250.0,1.0
313,2,female,26.0,26.0,2.0,1,1,26.0,,S,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",,483.0,0.0
314,3,male,28.0,28.0,3.0,0,0,7.8958,,S,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US",,868.0,0.0
315,2,male,43.0,47.0,2.0,1,1,26.25,,S,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",,438.0,0.0
316,3,female,26.0,26.0,3.0,0,0,7.8542,,S,"Ramkvilla, Småland, Sweden",Southampton,"Joliet, Illinois, US",13,1070.0,1.0
317,2,female,24.0,24.0,2.0,1,0,26.0,,S,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US",12,473.0,1.0
318,2,male,54.0,54.0,2.0,0,0,14.0,,S,"Frankfort, Kentucky, US",Southampton,"Frankfort, Kentucky, US",,515.0,0.0
319,1,female,31.0,31.0,1.0,0,2,164.8667,C7,S,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",8,315.0,1.0
320,1,female,40.0,39.0,1.0,1,1,134.5,E34,C,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,270.0,1.0
321,3,male,22.0,22.0,3.0,0,0,7.25,,S,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada",,777.0,0.0
322,3,male,27.0,27.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",,759.0,0.0
323,2,female,30.0,30.0,2.0,0,0,12.35,,Q,"Halifax, Nova Scotia, Canada",Queenstown,"Vancouver, British Columbia, Canada",13,568.0,1.0
324,2,female,22.0,28.0,2.0,1,1,29.0,,S,"Bangkok, Siam",Southampton,"Roseville, Illinois, US",13,365.0,1.0
325,3,male,,19.0,3.0,8,2,69.55,,S,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",,1177.0,0.0
326,1,female,36.0,36.0,1.0,0,0,135.6333,C32,C,"New York, New York, US",Cherbourg,"New York, New York, US",8,326.0,1.0
327,3,male,61.0,61.0,3.0,0,0,6.2375,,S,"Øyer, Norway",Southampton,"Grand Forks, North Dakota, US",,1078.0,0.0
328,2,female,36.0,36.0,2.0,0,0,13.0,D,S,"Bristol, Avon, England",Southampton,"Jacksonville, Florida, US",10,336.0,1.0
329,3,female,31.0,31.0,3.0,1,1,20.525,,S,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",C,828.0,1.0
330,1,female,16.0,17.0,1.0,0,1,57.9792,B18,C,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",4,161.0,1.0
331,3,female,,29.0,3.0,2,0,23.25,,Q,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US",16,1008.0,1.0
332,1,male,45.5,40.0,1.0,0,0,28.5,C124,S,"Tolworth, London, England, UK",Southampton,"Toronto, Ontario, Canada",,224.0,0.0
333,1,male,38.0,38.0,1.0,0,1,153.4625,C91,S,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",,135.0,0.0
334,3,male,16.0,15.0,3.0,2,0,18.0,,S,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US",,1282.0,0.0
335,1,female,,42.0,1.0,1,0,133.65,,S,"London, England, UK",Southampton,"New York, New York, US",5,121.0,1.0
336,3,male,,30.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",,775.0,0.0
337,1,male,29.0,29.0,1.0,1,0,66.6,C2,S,"Isleworth, London, England, UK",Southampton,"New York, New York, US",,225.0,0.0
338,1,female,41.0,41.0,1.0,0,0,134.5,E40,C,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",3,273.0,1.0
339,3,male,45.0,45.0,3.0,0,0,8.05,,S,"Adelaide, South Australia, Australia",Southampton,"Fingal, North Dakota, US",15,751.0,1.0
340,1,male,45.0,45.0,1.0,0,0,35.5,T,S,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US",,33.0,0.0
341,2,male,2.0,2.0,2.0,1,1,26.0,F2,S,"Nice, France",Southampton,New York City,D,523.0,1.0
342,1,female,24.0,24.0,1.0,3,2,263.0,C23 C25 C27,S,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",10,116.0,1.0
343,2,male,28.0,27.0,2.0,0,0,13.0,,S,"Helsinki, Finland, Russian Empire[note 6]",Southampton,"Ashtabula, Ohio, US",,381.0,0.0
344,2,male,25.0,25.0,2.0,0,0,13.0,,S,"Liverpool, Merseyside, England",Southampton,"Minatitlán, Veracruz, Mexico",,561.0,0.0
345,2,male,36.0,38.0,2.0,0,0,13.0,,S,"Rochester, New York, US",Southampton,"Rochester, New York, US",,413.0,0.0
346,2,female,24.0,18.0,1.0,0,0,13.0,F33,S,"London, England, UK",Southampton,"Montreal, Quebec, Canada",11,4.0,1.0
347,2,female,40.0,39.0,2.0,0,0,13.0,,S,"Basingstoke, Hampshire, England",Southampton,"Washington, DC US",9,570.0,1.0
348,3,female,,,,1,0,16.1,,S,,,,,,1.0
349,3,male,3.0,9.0,3.0,1,1,15.9,,S,"London, England",Southampton,"Brooklyn, New York, US",2,743.0,1.0
350,3,male,42.0,42.0,3.0,0,0,8.6625,,S,"Ostrovica, Croatia",Southampton,"Red Lodge, Montana, US",,780.0,0.0
351,3,male,23.0,23.0,3.0,0,0,9.225,,S,"Örsjö, Kalmar, Sweden",Southampton,"Peoria, Illinois, US",,1090.0,0.0
352,1,male,,43.0,1.0,0,0,35.0,C128,S,"London, England, UK",Southampton,"Newark, New Jersey, US",,181.0,0.0
353,3,male,15.0,17.0,3.0,1,1,7.2292,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",,799.0,0.0
354,3,male,25.0,25.0,3.0,1,0,17.8,,S,"Altdorf, Uri, Switzerland",Southampton,"New Glarus, Wisconsin, US",,644.0,0.0
355,3,male,,25.0,3.0,0,0,7.225,,C,"Tebnin, Lebanon",Cherbourg,New York City,,1291.0,0.0
356,3,male,28.0,28.0,3.0,0,0,9.5,,S,"Haaltert, Belgium",Southampton,New York City,,1273.0,0.0
357,1,female,22.0,22.0,1.0,0,1,55.0,E33,S,"St Leonards-on-Sea, East Sussex, England, UK",Southampton,"New York, New York, US",6,38.0,1.0
358,2,female,38.0,38.0,2.0,0,0,13.0,,S,"Janjgir-Champa, British India, UK[note 3]",Southampton,"Bally, Pennsylvania, US",,415.0,0.0
359,3,female,,22.0,3.0,0,0,7.8792,,Q,"Corlough, Cavan, Ireland",Queenstown,New York City,13,1013.0,1.0
360,3,female,,23.0,3.0,0,0,7.8792,,Q,"Currafarry, Galway, Ireland",Queenstown,New York City,16,1032.0,1.0
361,3,male,40.0,40.0,3.0,1,4,27.9,,S,"Hällekis, Västergötland, Sweden",Southampton,"Iron Mountain, Michigan, US",,1214.0,0.0
362,2,male,29.0,29.0,2.0,1,0,27.7208,,C,"Montecarlo, Lucca, Tuscany, Italy",Cherbourg,"Chicago, Illinois, US",,396.0,0.0
363,3,female,45.0,45.0,3.0,0,1,14.4542,,C,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",,673.0,0.0
364,3,male,35.0,35.0,3.0,0,0,7.05,,S,"Buenos Aires, Argentina",Southampton,New York City,,647.0,0.0
365,3,male,,27.0,3.0,1,0,15.5,,Q,"Pallasgreen, Limerick, Ireland",Queenstown,"Chicago, Illinois, US",,1079.0,0.0
366,3,male,30.0,30.0,3.0,0,0,7.25,,S,"Asarum, Småland, Sweden",Southampton,"Brooklyn, New York, US",,617.0,0.0
367,1,female,60.0,60.0,1.0,1,0,75.25,D37,C,"Portland, Oregon, US",Cherbourg,"Portland, Oregon, US",5,306.0,1.0
368,3,female,,35.0,3.0,0,0,7.2292,,C,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",?,1042.0,1.0
369,3,female,,26.0,3.0,0,0,7.75,,Q,"Ballydehob, Cork, Ireland",Queenstown,"East Lynn, Massachusetts, US",D,892.0,1.0
370,1,female,24.0,24.0,1.0,0,0,69.3,B35,C,"Paris, France",Cherbourg,"New York, New York, US",9,19.0,1.0
371,1,male,25.0,25.0,1.0,1,0,55.4417,E50,C,"New York, New York, US",Cherbourg,"New York, New York, US",5,144.0,1.0
372,3,male,18.0,18.0,3.0,1,0,6.4958,,S,"Vaasa, Finland",Southampton,"Montreal, Quebec, Canada",,1295.0,0.0
373,3,male,19.0,18.0,3.0,0,0,8.05,,S,"Fillingham, Lincolnshire, England",Southampton,"Russell, US",,677.0,0.0
374,1,male,22.0,22.0,1.0,0,0,135.6333,,C,"New York, New York, US",Cherbourg,"New York, New York, US",,312.0,0.0
375,3,female,3.0,3.0,3.0,3,1,21.075,,S,"Bjuv, Skåne, Sweden",Southampton,"Chicago, Illinois, US",,1107.0,0.0
376,1,female,,25.0,1.0,1,0,82.1708,,C,"New York, New York, US",Cherbourg,"New York, New York, US",6,203.0,1.0
377,3,female,22.0,22.0,3.0,0,0,7.25,,S,"Karlshamn, Blekinge, Sweden",Southampton,New York City,13,954.0,1.0
378,1,male,27.0,27.0,1.0,0,2,211.5,C82,C,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",,320.0,0.0
379,3,male,20.0,20.0,3.0,0,0,4.0125,,C,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",,680.0,0.0
380,3,male,19.0,19.0,3.0,0,0,7.775,,S,"Myren, Synnerby, Västergötland, Sweden",Southampton,"Aberdeen, South Dakota, US",,845.0,0.0
381,1,female,42.0,46.0,1.0,0,0,227.525,,C,"New York, New York, US",Cherbourg,"New York, New York, US",4,17.0,1.0
382,3,female,1.0,1.0,3.0,0,2,15.7417,,C,"Zgharta, Lebanon",Cherbourg,"Waterbury, Connecticut, US",C,1057.0,1.0
383,3,male,32.0,32.0,3.0,0,0,7.925,,S,"Pielavesi, Finland",Southampton,New York City,,1256.0,0.0
384,1,female,35.0,35.0,1.0,1,0,52.0,,S,"New York, New York, US",Southampton,"New York, New York, US",8,164.0,1.0
385,3,male,,27.0,3.0,0,0,7.8958,,S,"Unknown, Bulgaria",Southampton,"Tulsa, Oklahoma, US",,1136.0,0.0
386,2,male,18.0,21.0,2.0,0,0,73.5,,S,"Lyndhurst, Hampshire, England",Southampton,"Eden, Manitoba, Canada",,391.0,0.0
387,3,male,1.0,1.0,3.0,5,2,46.9,,S,"Fulham, England",Southampton,"Niagara Falls, New York, US",,838.0,0.0
388,2,female,36.0,36.0,2.0,0,0,13.0,,S,"Sittingbourne, Kent, England",Southampton,"San Francisco, US",9,360.0,1.0
389,3,male,,20.0,3.0,0,0,7.7292,,Q,"Mohill, Leitrim, Ireland",Queenstown,"Lakewood Township, New Jersey, US",,1172.0,0.0
390,2,female,17.0,17.0,2.0,0,0,12.0,,C,"Lotzwil, Switzerland",Cherbourg,"Central City, Iowa, US",12,489.0,1.0
391,1,male,36.0,36.0,1.0,1,2,120.0,B96 B98,S,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",C,57.0,1.0
392,3,male,21.0,21.0,3.0,0,0,7.7958,,S,"Örebro, Sweden",Southampton,"Swedeburg, Nebraska, US",A,887.0,1.0
393,3,male,28.0,28.0,3.0,2,0,7.925,,S,"Ruotsinpyhtää, Finland",Southampton,New York City,,844.0,0.0
